"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.000103704983666736,78,2106,"Apoptotic process ","LTBR TNFRSF10B G0S2 GDF15 BCL2L11 DEDD2 BNIPL BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 BMF DNAJB6 RPS6KA1 RNF122 EPHA2 MSX1 TMC8 TNIP2 LGALS9 RELA AEN CHEK2 HSPA1A E2F2 CDK11A TYROBP TNFRSF1B SPI1 MNT SIRT4 MKNK2 DIDO1 AXIN1 TCIRG1 CHAC1 CHI3L1 MICAL1 ETV6 GPR65 OSGIN1 ARRB2 ADCY10 GNRH1 NCF1 FCER1G MPZ CCR5 TNFAIP8L2 NOD2 INPP5D CHST11 CEBPB TNFRSF10D PTPN2 NUPR1 SIAH2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK PROC HCLS1 FZD9 JAK3 CREBBP PTPN6 CXCR4 MCF2L FGD3 VAV1"
0.000105924227966052,9,58,"Mast cell activation ","SYK FES CD84 FGR LAT2 FCER1G VAMP8 LGALS9 STXBP2"
0.000132474879081599,29,520,"Immune response-regulating cell surface receptor signaling pathway ","C5AR2 FCER1G SH2B2 SYK C5AR1 LAT2 MICB LILRA2 PTPN6 GPS2 CMTM3 KLHL6 PTPN2 ADA NFAM1 NFATC2 RELA FGR CREBBP WAS HCK RELB ARPC1B VAV1 RUNX1 INPP5D MUC6 CARD9 CARD11"
0.000136523173582901,21,309,"Defense response to bacterium ","TNFRSF14 FCER1G NOD2 STAB1 CYBA GNLY RNASE3 SPN FGR SLC11A1 BCL3 HAVCR2 EPHA2 SYK CEBPB CARD9 C5AR1 MAPKBP1 GRN SLAMF8 TLR6"
0.000153224534203032,100,2938,"Cellular response to organic substance ","IRAK3 LHB JAK3 IL10RA CD86 GDF15 SESN2 CD180 IRAK2 PARP16 NPFFR1 IFNGR2 SH2B2 HSPA6 HAP1 SSTR2 IFNLR1 IRS2 SPRY4 PALM3 HSPA1A CPNE1 AGPAT2 FLT4 SPI1 SSH1 TREM2 CXCR4 PLVAP ARRB2 NOD2 LGALS9 RELA P2RY11 CEBPA FKBP4 MLXIPL WAS TNFRSF1B CYBA STXBP2 BIRC5 ANGPT2 EBI3 PLOD3 TCIRG1 DOK1 KMO ESRRB GPS2 CHI3L1 HAVCR2 SLC2A5 IL2RG FCER1G CCR5 LAPTM5 MSX1 CREBRF SYK SPINT1 STIP1 TNIP2 PTAFR CHST11 BCL2L1 CEBPB PTPN2 IL17RA CHEK2 IL3RA EIF4EBP1 PIM3 TLR6 CREBBP MAP2K3 IL15RA RPS6KA4 HCLS1 FES LILRA2 WNT5B FZD7 GRK2 PTBP1 GNA15 HCK TNFSF13B AXIN1 LTBR PTPN6 FURIN VAV1 BCL2L11 BATF TNFRSF14 RUNX1 INPP5D IL16 IFI30"
0.000162450049859224,33,641,"Positive regulation of defense response ","TLR6 TLR7 MICB GPSM3 CYBA NOD2 RELA LILRA2 IRAK3 TREM2 GPS2 IRAK2 HAVCR2 ARRB2 VAV1 FCER1G TNIP2 CEBPB C1QA NUPR1 IL17RA CARD9 CEBPA VAMP8 HSPA1A GRN CREBBP HCK RELB PLA2G7 SYK MUC6 CARD11"
0.000162891679555508,72,1921,"Locomotion ","SEMA3F ARHGAP4 ABI3 CXCR4 ZSWIM4 SINHCAF EPHA2 TNFRSF14 FCER1G CCR5 SEMA6B FES GPSM3 SRGAP2 ANGPT2 NFATC2 SRPX2 WNT5B PLA2G7 FERMT3 PKN3 SYK RNASE2 FGR SSH1 TREM2 SH3BP1 VASP C5AR2 CMTM3 SSH2 VAV1 GNRH1 PSTPIP2 CMTM7 LGALS9 PTAFR IL16 PTPN2 IL17RA CDH4 FMNL1 IRS2 ADA C5AR1 SPN SHANK3 WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 ZMYND8 TMIGD3 PLVAP ARRB2 ADORA3 SLAMF8 CUZD1 PLAUR CD84 HCK SLC7A6 PTPN6 DOK1 TNFRSF10B SPTBN5 SLC7A7 SLC3A2 INPP5D TNFRSF10D"
0.000167844024737155,7,34,"Respiratory burst ","NCF1 GRN SLC11A1 NCF4 CYBA SLAMF8 HCK"
0.000172279591608939,15,174,"Positive regulation of lymphocyte proliferation ","JAK3 CD86 SASH3 SYK LGALS9 CLECL1 TNFSF13B HAVCR2 CCDC88B IRS2 ADA CARD11 NFATC2 RASAL3 EBI3"
0.000175219159654597,23,366,"Response to lipopolysaccharide ","SLC11A1 CD86 CD180 PALM3 TNFRSF1B NFKB2 IRAK3 TREM2 IL10RA KMO IRAK2 HAVCR2 GNRH1 TNIP2 PTAFR CEBPB RELA C5AR1 CCR5 NOD2 LGALS9 LILRA2 HCK"
0.000181149253713683,37,765,"Regulation of cell adhesion ","JAK3 CD86 TNFRSF14 TNFAIP8L2 SYK CXCR4 HAVCR2 EPHA2 FERMT3 LGALS9 CLECL1 ADA CARD11 ANGPT2 TNFSF13B PTPN6 SASH3 HLX VAV1 GNRH1 VSIG4 FZD7 CCDC88B PTAFR CEBPB PTPN2 NPY2R RASAL3 RELA FES RUNX1 NOD2 SPN FXYD5 SIPA1 EBI3 SERPINF2"
0.000181149253713683,15,175,"Positive regulation of mononuclear cell proliferation ","JAK3 CD86 SASH3 SYK LGALS9 CLECL1 TNFSF13B HAVCR2 CCDC88B IRS2 ADA CARD11 NFATC2 RASAL3 EBI3"
0.000192455799579806,8,48,"T-helper 1 type immune response ","SPN SLC11A1 BCL3 RELB HAVCR2 HLX JAK3 EBI3"
0.000193263854838054,9,63,"Dendritic cell differentiation ","LTBR TREM2 SPI1 RELB BATF3 ZBTB46 BATF CEBPB LGALS9"
0.000193263854838054,77,2113,"Positive regulation of biosynthetic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TLR7 TEAD4 E2F4 CREBBP WAS MAP2K3 CYBA SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF SPN CEBPA MLXIPL TYROBP SLC11A1 POU2F2 MNT SIRT4 TREM2 PABPC1L ARID3A ESRRB KDM6B ETV6 ARRB2 PRDM15 TBX19 TBX6 BATF MSX1 SYK PTAFR BANP GLIS1 PTPN2 NUPR1 HCLS1 SERTAD1 MAFG CARD11 MAFB ETV5 SOAT1 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 IRS2 USP21 TLR6 CD86 EBI3"
0.000193263854838054,80,2220,"Vesicle-mediated transport ","WAS FCER1G SYK FES DENND1C CYBA CD84 GGA2 IL10RA ARRB2 GRK2 FGR TYROBP SLC11A1 JMJD6 STXBP2 LAT2 TREM2 SH3BP1 NCF4 SLC17A9 HCK DENND3 GIT1 VAMP8 TRIP10 MICAL1 MYO7A VAV1 GRASP ASGR2 PTAFR BCL2L1 HAP1 CD163 APOBR ITSN2 AP1G2 IL15RA IL2RG ENTR1 LGALS9 ANKRD13D RIN3 STAB1 PLAUR RNASET2 TNFRSF1B GRN TSPAN14 TCIRG1 PTPN6 PROC LRMP ARHGAP9 SIGLEC9 ARPC1B CHI3L1 SPTBN5 SLC2A5 LHFPL2 DOK3 FERMT3 CDA LAIR1 SERPINF2 RNASE2 RNASE3 AGPAT2 HSPA6 ARHGAP45 DGAT1 SERPINA1 C5AR1 TOR4A HSPA1A LILRB3 CPNE1 NFAM1 SIGLEC14"
0.000193263854838054,7,35,"Granulocyte differentiation ","C1QC SPI1 ZBTB46 INPP5D HCLS1 CEBPA RUNX1"
0.000193263854838054,7,35,"Regulation of interleukin-4 production ","LGALS9 SASH3 FCER1G SYK CEBPB HAVCR2 CD86"
0.000197470774157595,19,269,"Regulation of leukocyte mediated immunity ","SYK FES MICB CD84 LGALS9 FGR TNFRSF1B PTPN6 SASH3 HAVCR2 VAV1 FCER1G NOD2 PTAFR WAS VAMP8 ARRB2 STXBP2 JAK3"
0.000207245991126122,3,3,"Interleukin-3 production ","HAVCR2 SLC11A1 SYK"
0.000210372480633189,15,178,"Regulation of lymphocyte differentiation ","SYK LGALS9 PTPN6 SASH3 HLX INPP5D PTPN2 ADA CARD11 NFAM1 JAK3 SLAMF8 RUNX1 CD86 NFATC2"
0.000213219512043305,9,64,"B cell receptor signaling pathway ","SYK LAT2 PTPN6 GPS2 CMTM3 KLHL6 NFAM1 NFATC2 RUNX1"
0.000213219512043305,53,1286,"Negative regulation of multicellular organismal process ","SEMA3F IRAK3 PROC SEMA6B GRN HDAC7 CD84 ANGPT2 NFATC2 HAVCR2 C1QC SERPINF2 LGALS9 MAFB LILRB3 SRGAP2 TYROBP SLC11A1 TNFRSF1B CYBA BCL3 ARHGAP4 PTPN6 GDF15 ZBTB46 HLX TLE3 ARRB2 EPHA2 GNRH1 TBX6 VSIG4 INPP5D PTPN2 GPR4 ASCL2 NPY2R ADA E2F2 FZD7 TLR6 STAB1 RELB C5AR2 MAPKBP1 FURIN GRK2 FKBP4 JAK3 SLAMF8 RUNX1 PLAUR RPS6KA4"
0.000213670798143252,73,1978,"Positive regulation of macromolecule biosynthetic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TLR7 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF SPN CEBPA MLXIPL TYROBP SLC11A1 POU2F2 MNT PABPC1L ARID3A ESRRB KDM6B ETV6 ARRB2 PRDM15 TBX19 TBX6 BATF MSX1 SYK PTAFR BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG CARD11 MAFB ETV5 SOAT1 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 IRS2 USP21 TLR6 CD86 EBI3"
0.000219751234506341,15,179,"Positive regulation of leukocyte proliferation ","JAK3 CD86 SASH3 SYK LGALS9 CLECL1 TNFSF13B HAVCR2 CCDC88B IRS2 ADA CARD11 NFATC2 RASAL3 EBI3"
0.000224863281264474,10,81,"Positive regulation of B cell activation ","SASH3 SYK NOD2 TNFSF13B TNIP2 INPP5D IRS2 ADA CARD11 NFATC2"
0.000237062834279407,9,65,"T cell differentiation involved in immune response ","FCER1G LGALS9 SPN BCL3 RELB HLX BATF JAK3 CD86"
0.000237417202687487,76,2093,"Protein phosphorylation ","FGR CDK11A MAP2K3 FLT4 IRAK3 MKNK2 CDKL1 HCK JAK3 LTBR GDF15 PIK3R5 SLA TNFRSF14 PKN3 RPS6KA4 MLKL SPRY4 PEAK3 PIM3 FZD7 BIRC5 TREM2 CDC25B AXIN1 PTPN6 PLVAP SESN2 GPS2 ARRB2 SCIMP SYK NOD2 SERPINF2 LGALS9 TLR6 FES CHEK2 CARD9 TLR7 C5AR1 ADRA2B SLC11A1 RPS6KA1 STK35 CHRNA10 CHI3L1 IRAK2 C5AR2 HAVCR2 MICAL1 PRDM15 EPHA2 NAB2 PPM1D GRK2 PTPN2 HCLS1 STK40 INKA2 SHANK3 CCR5 MLXIPL PLAUR PARP16 NCF1 TNFRSF10B RASAL3 CXCR4 SPTBN5 IL2RG TNIP2 IL3RA IRS2 SERTAD1 CEBPA"
0.00023786177564028,30,570,"Defense response to other organism ","TNFRSF14 FCER1G NOD2 TLR7 STAB1 CYBA GNLY RNASE2 RNASE3 IFNLR1 SPN MICB FGR SLC11A1 BCL3 HAVCR2 EPHA2 BATF IFNGR2 SYK CCDC88B CEBPB IL17RA CARD9 C5AR1 MAPKBP1 GRN SLAMF8 RELA TLR6"
0.00023786177564028,26,457,"Myeloid cell differentiation ","JAK3 LTBR C1QC MAFB LILRB3 TYROBP SPI1 JMJD6 RELB TCIRG1 PTPN6 BATF3 ZBTB46 EPHA2 BATF FCER1G INPP5D CEBPB PTPN2 HCLS1 CEBPA TREM2 RUNX1 FES HSPA1A CREBBP"
0.00023786177564028,5,15,"Germinal center formation ","BCL3 NFKB2 TNFSF13B KLHL6 ADA"
0.000245811558532989,138,4459,"Cell differentiation ","FGR SEMA3F SPI1 SSH1 MYBPC2 HCK ELF4 JAK3 WNT5B LTBR CXCR4 GDF15 ZSWIM4 PARVG ETV6 SSH2 EPHA2 ST14 SLA FCER1G RUNX1 KIAA1522 SYK SEMA6B FOXA3 HAP1 ETV4 SOX12 ASCL2 MAFF MAFG LST1 ETV5 SOAT1 CETP MYO7A PTBP1 GRN TREM2 NFATC2 SIPA1L3 PTPN6 C1QC SERPINF2 LGALS9 TMEM119 SPN ITSN2 MAFB LILRB3 CPNE1 SRGAP2 ADRA2B TYROBP TNFRSF1B POU2F2 JADE2 HDAC7 BCL3 JMJD6 NFKB2 ARHGAP4 ANGPT2 ZMYND8 PABPC1L CDC25B RELB DNAJB6 PLOD3 TCIRG1 SASH3 BATF3 VASP CHAC1 ZBTB46 KDM6B GPS2 HLX SINHCAF JDP2 OSGIN1 ARRB2 VAV1 TBX19 USP21 NUP210L GNRH1 SERPINH1 TBX6 CMTM7 FZD7 BATF FANCC SH2B2 MSX1 RBM47 SPINT1 NAB2 INPP5D CHST11 BCL2L1 CEBPB RELA C1QA GLIS1 PTPN2 NUPR1 GPR4 CDH4 HCLS1 FZD9 ADA C5AR1 CARD11 E2F4 ZGLP1 NFAM1 CEBPA SHANK3 TCOF1 SH3BP1 PROC FERMT3 FES HSPA1A FKBP4 ESRRB SLAMF8 CD86 CREBBP DOK1 RPS6KA1 KLK14 SPTBN5 FURIN KRT15 IRS2 S100A4"
0.000281118117680548,59,1506,"Cell migration ","SEMA3F ARHGAP4 ABI3 CXCR4 SINHCAF TNFRSF14 FCER1G CCR5 SEMA6B GPSM3 SRGAP2 ANGPT2 NFATC2 WNT5B PLA2G7 FERMT3 PKN3 SYK FGR SSH1 TREM2 SH3BP1 SRPX2 SSH2 VAV1 EPHA2 GNRH1 PSTPIP2 PTAFR IL16 IL17RA FMNL1 IRS2 ADA C5AR1 SPN GRN MAP2K3 FLT4 RIPOR1 HDAC7 ZMYND8 TMIGD3 PLVAP C5AR2 ARRB2 LGALS9 ADORA3 SLAMF8 CUZD1 CD84 HCK SLC7A6 PTPN6 TNFRSF10B SLC7A7 SLC3A2 INPP5D TNFRSF10D"
0.000281118117680548,143,4671,"Cellular developmental process ","FGR SEMA3F SPI1 SSH1 MYBPC2 HCK ELF4 JAK3 WNT5B LTBR CXCR4 GDF15 ZSWIM4 PARVG ETV6 SSH2 EPHA2 ST14 SLA FCER1G RUNX1 KIAA1522 SYK SEMA6B FOXA3 HAP1 ETV4 SOX12 CDH4 ASCL2 MAFF MAFG LST1 ETV5 SOAT1 CETP MYO7A PTBP1 GRN TREM2 NFATC2 SIPA1L3 PTPN6 C1QC MSX1 SERPINF2 LGALS9 TMEM119 SPN ITSN2 MAFB LILRB3 CPNE1 SRGAP2 ADRA2B TYROBP TNFRSF1B POU2F2 JADE2 HDAC7 BCL3 MNT JMJD6 NFKB2 ARHGAP4 ANGPT2 ZMYND8 PABPC1L CDC25B RELB DNAJB6 PLOD3 TCIRG1 SASH3 BATF3 VASP CHAC1 ZBTB46 KDM6B GPS2 HLX SINHCAF JDP2 OSGIN1 ARRB2 VAV1 TBX19 USP21 NUP210L GNRH1 SERPINH1 TBX6 CMTM7 FZD7 BATF FANCC SH2B2 RBM47 SPINT1 NAB2 INPP5D CHST11 BCL2L1 CEBPB RELA C1QA GLIS1 PTPN2 NUPR1 GPR4 HCLS1 FMNL1 FZD9 ADA C5AR1 CARD11 E2F4 ZGLP1 NFAM1 CEBPA SHANK3 TCOF1 SH3BP1 PROC FERMT3 FES CHEK2 ARAP1 HSPA1A FKBP4 ESRRB FGD3 SLAMF8 CD86 CREBBP DOK1 RPS6KA1 KLK14 SPTBN5 FURIN KRT15 IRS2 S100A4"
0.000286384332126384,44,1007,"MAPK cascade ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 MLKL SPRY4 FZD7 TREM2 PTPN6 PLVAP GPS2 ARRB2 SCIMP NOD2 SERPINF2 LGALS9 TLR6 CARD9 C5AR1 ADRA2B CHRNA10 C5AR2 HAVCR2 PRDM15 SYK PTPN2 STK40 SHANK3 CCR5 CHI3L1 EPHA2 NCF1 AXIN1 RASAL3 JAK3 CXCR4 IRAK2 SPTBN5 IL2RG TNIP2 IL3RA IRS2"
0.00028980143525864,9,67,"Positive regulation of alpha-beta T cell activation ","SYK LGALS9 SASH3 HLX ADA RASAL3 RUNX1 CD86 EBI3"
0.000290007827875785,11,102,"Positive regulation of tumor necrosis factor production ","CYBA NOD2 LGALS9 SPN LILRA2 TYROBP SASH3 HAVCR2 FCER1G PTAFR CARD9"
0.000296535836191464,134,4319,"Regulation of biological quality ","FERMT3 SEMA3F WAS SLC11A1 SSH1 CETP SLC4A11 KCNK6 JAK3 TCIRG1 PROC CXCR4 CHRNA10 ARPC1B C5AR2 GPR65 FURIN SSH2 KCNK13 FCER1G CCR5 SYK SEMA6B MT1B GPR4 C5AR1 FCHSD1 MT1A TYROBP SRPX2 VASP RNF122 HDC MSX1 SERPINF2 TMC8 LGALS9 BCL2L1 CHEK2 MAFB HSPA1A FGR MLXIPL GIPR TNFRSF1B CYBA SOAT1 TBXAS1 GNA15 SPI1 JMJD6 SIRT4 BIRC5 ARHGAP4 TREM2 ZMYND8 SLCO4A1 TNFSF13B PLOD3 GIT1 IL10RA PTPN6 KMO SASH3 G0S2 SESN2 KDM6B SPTBN5 TLE3 RCN3 SLC2A5 BCL2L11 FANCC SH2B2 GRASP ASGR2 TNIP2 INPP5D PTAFR FOXA3 CEBPB GRK2 HAP1 TLR6 PTPN2 CDH4 HCLS1 FMNL1 MUC6 DGAT1 NPY2R IRS2 FZD9 ADA MAFG SERPINA1 CARD11 PIM3 LST1 E2F4 ETV5 CEBPA SHANK3 ADRA2B VAV1 CREBBP GRN SH3BP1 HCK TENT4A VAMP8 TENT4B NOD2 FES ARAP1 ESRRB FGD3 SLAMF8 ZC3H12D PLAUR BCL3 ARRB2 DEDD2 DGKA NCF4 BMF LHB DOCK6 MICAL1 PIK3R5 NCF1 POLE MAFF MAFK"
0.000312587546756005,22,357,"Regulation of small GTPase mediated signal transduction ","GPR65 GPR4 SPRY4 DENND4B SIPA1L3 MCF2L FGD3 VAV1 SH2B2 ITSN2 SIPA1 SH3BP1 RASAL3 GMIP ARHGAP4 ARHGAP9 TRIP10 ARHGAP45 IRS2 ARHGAP30 ARAP1 SRGAP2"
0.000321013046472024,5,16,"Regulation of granulocyte differentiation ","C1QC ZBTB46 INPP5D HCLS1 RUNX1"
0.00033343254571334,75,2082,"Positive regulation of cellular biosynthetic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TLR7 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF SPN CEBPA MLXIPL TYROBP SLC11A1 POU2F2 MNT TREM2 PABPC1L ARID3A ESRRB KDM6B ETV6 ARRB2 PRDM15 TBX19 TBX6 BATF MSX1 SYK PTAFR BANP GLIS1 PTPN2 NUPR1 HCLS1 SERTAD1 MAFG CARD11 MAFB ETV5 SOAT1 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 IRS2 USP21 TLR6 CD86 EBI3"
0.000339637296264293,11,104,"CD4-positive, alpha-beta T cell activation ","LGALS9 SPN BCL3 RELB TCIRG1 SASH3 HLX BATF JAK3 RUNX1 CD86"
0.000350114056161889,68,1835,"Regulation of cell death ","LTBR TNFRSF10B G0S2 GDF15 BCL2L11 BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 RNF122 MSX1 TMC8 TNIP2 LGALS9 RELA HSPA1A TYROBP TNFRSF1B MNT SSH1 SIRT4 TREM2 KMO CXCR4 MICAL1 OSGIN1 ARRB2 ADCY10 GNRH1 FCER1G MPZ DEDD2 CCR5 TNFAIP8L2 NOD2 INPP5D CHST11 CEBPB C1QA PTPN2 NUPR1 CHEK2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK BMF PROC PARP16 HCLS1 SIAH2 FZD9 JAK3 TLR6 CREBBP MCF2L FGD3 VAV1 TNFRSF10D"
0.00035460829686219,44,1018,"Signal transduction by protein phosphorylation ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 MLKL SPRY4 FZD7 TREM2 PTPN6 PLVAP GPS2 ARRB2 SCIMP NOD2 SERPINF2 LGALS9 TLR6 CARD9 C5AR1 ADRA2B CHRNA10 C5AR2 HAVCR2 PRDM15 SYK PTPN2 STK40 SHANK3 CCR5 CHI3L1 EPHA2 NCF1 AXIN1 RASAL3 JAK3 CXCR4 IRAK2 SPTBN5 IL2RG TNIP2 IL3RA IRS2"
0.0004026613583884,51,1255,"Positive regulation of transcription by RNA polymerase II ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 WAS JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 MAFF CEBPA MLXIPL SLC11A1 POU2F2 SPI1 BCL3 ARID3A KDM6B ETV6 PRDM15 TBX19 TBX6 BATF MSX1 GLIS1 HCLS1 SERTAD1 MAFG MAFB RPS6KA1 SESN2 RPS6KA4 ETV5 ESRRB CREBBP"
0.000425095896458637,33,680,"Chemotaxis ","SEMA3F CXCR4 ZSWIM4 EPHA2 FCER1G CCR5 SEMA6B FES GPSM3 ANGPT2 PLA2G7 SYK RNASE2 TREM2 VASP C5AR2 CMTM3 VAV1 CMTM7 LGALS9 PTAFR IL16 PTPN2 IL17RA CDH4 C5AR1 ARRB2 SLAMF8 PLAUR DOK1 SPTBN5 IRS2 SPN"
0.000461366282229471,33,683,"Taxis ","SEMA3F CXCR4 ZSWIM4 EPHA2 FCER1G CCR5 SEMA6B FES GPSM3 ANGPT2 PLA2G7 SYK RNASE2 TREM2 VASP C5AR2 CMTM3 VAV1 CMTM7 LGALS9 PTAFR IL16 PTPN2 IL17RA CDH4 C5AR1 ARRB2 SLAMF8 PLAUR DOK1 SPTBN5 IRS2 SPN"
0.00049042008732775,34,716,"Response to wounding ","FERMT3 PROC FCER1G SYK SERPINF2 GIPR TYROBP SLC11A1 WNT5B PTPN6 CXCR4 FZD7 GPR4 FZD9 SERPINA1 ADRA2B RIPOR1 SIGLEC10 GRN PLAUR WAS GNA15 DGKA TMIGD3 DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK ADORA3"
0.00049042008732775,9,72,"Lysosome localization ","SYK FES CD84 FGR LAT2 FCER1G VAMP8 LGALS9 STXBP2"
0.000502287238620999,63,1681,"Regulation of programmed cell death ","LTBR TNFRSF10B G0S2 GDF15 BCL2L11 BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 RNF122 MSX1 TMC8 TNIP2 LGALS9 RELA HSPA1A TYROBP TNFRSF1B MNT SIRT4 TREM2 CXCR4 MICAL1 OSGIN1 ARRB2 ADCY10 GNRH1 FCER1G MPZ DEDD2 CCR5 TNFAIP8L2 NOD2 INPP5D CHST11 CEBPB PTPN2 NUPR1 CHEK2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK BMF PROC HCLS1 SIAH2 FZD9 JAK3 CREBBP MCF2L FGD3 VAV1 TNFRSF10D"
0.000508926942102715,119,3779,"Animal organ development ","SEMA3F MYBPC2 JAK3 LTBR CXCR4 ST14 FCER1G RUNX1 SYK SEMA6B ASCL2 KLHL17 MYO7A TREM2 MKNK2 C1QC LGALS9 CEBPB TMEM119 SPN MAFB LILRB3 FGR FKBP4 GIPR TYROBP TNFRSF1B POU2F2 FLT4 SPI1 BCL3 JMJD6 NFKB2 ANGPT2 CDKL1 RELB SIPA1L3 DNAJB6 PLOD3 TCIRG1 PTPN6 SASH3 BATF3 CHRNA10 ZBTB46 DNAJB1 KDM6B GPS2 SLC38A2 HLX ARRB2 VAV1 RCN3 EPHA2 TBX19 NUP210L GNRH1 SERPINH1 BCL2L11 CMTM7 FZD7 BATF FANCC ASGR2 MSX1 RBM47 SPINT1 NAB2 INPP5D CHST11 BCL2L1 COL8A2 GRK2 RELA C1QB HAP1 PTPN2 NUPR1 POLE GPR4 SOX12 HCLS1 SSTR2 MAFF IRS2 EIF4EBP1 FZD9 STK40 ADA C5AR1 CARD11 E2F4 NFAM1 ETV5 CEBPA SHANK3 ORAI1 WNT5B TCOF1 CHI3L1 ETV6 FES NPY2R HSPA1A RPS6KA1 ESRRB SLAMF8 SRGAP2 CD86 ZBTB40 CREBBP NFATC2 LHB KLK14 TLE3 FURIN KRT15 S100A4 TEAD4"
0.000544321057038611,20,319,"Negative regulation of cytokine production ","IRAK3 HDAC7 CD84 HAVCR2 LGALS9 TYROBP SLC11A1 BCL3 PTPN6 ARRB2 EPHA2 VSIG4 INPP5D TLR6 RELB C5AR2 MAPKBP1 FURIN JAK3 RPS6KA4"
0.000544321057038611,11,110,"T cell activation involved in immune response ","FCER1G HAVCR2 LGALS9 SPN SLC11A1 BCL3 RELB HLX BATF JAK3 CD86"
0.000565718609514262,6,29,"Regulation of B cell differentiation ","SYK PTPN6 INPP5D CARD11 NFAM1 SLAMF8"
0.000565718609514262,18,269,"Homeostasis of number of cells ","JAK3 LGALS9 MAFB SPI1 JMJD6 TNFSF13B TCIRG1 SASH3 BCL2L11 FANCC FCER1G SH2B2 INPP5D PTPN2 HCLS1 ADA CARD11 HSPA1A"
0.000588117546179127,96,2905,"Regulation of localization ","SEMA3F CETP FXYD5 ARHGAP4 ABI3 XPO5 RHBDF2 ZSWIM4 SINHCAF TNFRSF14 FCER1G SYK SEMA6B FES GPSM3 SRGAP2 CYBA CD84 ANGPT2 TREM2 WNT5B VAMP8 GPS2 PLA2G7 FERMT3 CCR5 NOD2 LGALS9 BCL2L1 CEBPB IL16 HSPA1A LILRA2 ORAI1 FGR GIPR TYROBP SLC11A1 TNFRSF1B SSH1 SIRT4 BIRC5 KCNK6 ZMYND8 SRPX2 GIT1 TCIRG1 PTPN6 KMO CXCR4 HAVCR2 MICAL1 SSH2 ARRB2 EPHA2 GNRH1 KCNK13 GRASP PTAFR HAP1 TLR6 PTPN2 IL17RA NPY2R IRS2 FZD9 ADA C5AR1 SPN PIM3 SHANK3 WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 SH3BP1 HCK DNAJB6 TMIGD3 PLVAP SESN2 IL15RA C5AR2 MAPKBP1 IL2RG ENTR1 ANKRD13D HCLS1 ARAP1 ADORA3 STXBP2 SLAMF8 GRK2 ADRA2B"
0.000588117546179127,18,270,"Cellular response to biotic stimulus ","CD86 CD180 TLR6 TREM2 KMO IRAK2 HAVCR2 BCL2L11 SYK NOD2 TNIP2 PTAFR CEBPB RELA CCR5 TNFRSF1B LILRA2 HCK"
0.000627403562635133,8,58,"CD4-positive, alpha-beta T cell differentiation involved in immune response ","LGALS9 SPN BCL3 RELB HLX BATF JAK3 CD86"
0.000642557198118102,21,350,"Innate immune response-activating signal transduction ","TLR6 TLR7 CYBA NOD2 RELA LILRA2 IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 TNIP2 HSPA1A CREBBP HCK RELB FCER1G SYK MUC6 CARD9 CARD11"
